Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1,0.3157894736842105,1,0.20766773162939298,0.039257590187925386,1,1.0,1,1,1,1,1,1,1,1,1,1,0.7,0.5555555555555556,0.9965174129353234,0.9965174129353234,1,1,1,1,5,0.1225,1,2,1,1,2,1,1,0.12508858965272857,3,0.0,0.0642123287671233,0.14009819967266776,1,3,1,1,0.1824381926683717,0.4135593220338983,0.0,0.3030840127614321,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,1,0.5714285714285714,1,0.0,1,1,0.9965174129353234,1,0.5,0.38645980253878703,2,2,1,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,1,1,1,0.0,0.16666666666666666,0.9990049751243781,1,1,208500
2,0.10526315789473684,1,0.25559105431309903,0.04460033914841227,1,1.0,1,1,1,2,1,2,2,1,1,2,0.6,0.8888888888888888,0.9830845771144279,0.9830845771144279,1,1,2,2,1,0.0,2,2,15,1,2,1,2,0.1732813607370659,3,0.0,0.12157534246575342,0.20654664484451718,1,3,1,1,0.2689684569479966,0.0,0.0,0.22367954626019143,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,2,0.42857142857142855,1,0.3333333333333333,2,1,0.9830845771144279,1,0.5,0.3244005641748942,2,2,1,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.4166666666666667,0.9985074626865672,1,1,181500
3,0.3157894736842105,1,0.21725239616613418,0.05226602243954563,1,1.0,2,1,1,1,1,1,1,1,1,1,0.7,0.5555555555555556,0.9955223880597015,0.9960199004975124,1,1,1,1,5,0.10125,1,2,1,1,2,2,1,0.08610914245216159,3,0.0,0.1857876712328767,0.15057283142389524,1,3,1,1,0.19607843137254902,0.41937046004842615,0.0,0.3165544133286069,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,1,0.42857142857142855,1,0.3333333333333333,2,1,0.9955223880597015,1,0.5,0.4287729196050776,2,2,1,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,1,1,1,0.0,0.75,0.9990049751243781,1,1,223500
4,0.3684210526315789,1,0.19169329073482427,0.04436804571534763,1,1.0,2,1,1,3,1,3,1,1,1,1,0.7,0.5555555555555556,0.9527363184079602,0.9800995024875622,1,1,3,1,1,0.0,2,2,2,2,1,1,2,0.03827072997873848,3,0.0,0.23116438356164384,0.1237315875613748,1,1,1,1,0.2048167092924126,0.36610169491525424,0.0,0.304324707550514,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,1,0.5,1,0.3333333333333333,1,2,0.9940298507462687,3,0.75,0.4527503526093089,2,2,1,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,1,1,1,0.0,0.16666666666666666,0.9980099502487563,1,2,140000
5,0.3157894736842105,1,0.268370607028754,0.0662500871100374,1,1.0,2,1,1,2,1,4,1,1,1,1,0.8,0.5555555555555556,0.9950248756218906,0.9950248756218906,1,1,1,1,5,0.21875,1,2,1,1,2,3,1,0.11605244507441531,3,0.0,0.20976027397260275,0.18739770867430441,1,3,1,1,0.2440323955669224,0.5099273607748184,0.0,0.38957816377171217,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,1,0.6428571428571429,1,0.3333333333333333,2,1,0.9950248756218906,1,0.75,0.5895627644569816,2,2,1,0.22403733955659277,0.15356489945155394,0.0,0.0,0.0,0.0,1,1,1,0.0,1.0,0.9990049751243781,1,1,250000
6,0.2631578947368421,1,0.2715654952076677,0.06557643615414992,1,1.0,2,1,1,1,1,5,1,1,1,3,0.5,0.5555555555555556,0.9915422885572139,0.9925373134328358,1,1,1,1,1,0.0,2,2,3,1,2,1,1,0.12969525159461376,3,0.0,0.0273972602739726,0.13027823240589198,1,3,1,1,0.16965046888320545,0.27409200968523,0.0,0.24140375753278978,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,2,0.35714285714285715,1,0.0,1,1,0.9915422885572139,3,0.5,0.3385049365303244,2,2,1,0.046674445740956826,0.054844606946983544,0.0,0.6299212598425197,0.0,0.0,1,1,6,0.04516129032258064,0.8333333333333334,0.9995024875621891,1,1,143000
7,0.10526315789473684,1,0.23961661341853036,0.04684893958047806,1,1.0,1,1,1,1,1,6,1,1,1,2,0.8,0.5555555555555556,0.9970149253731343,0.9975124378109452,1,1,1,1,13,0.11625,1,2,1,3,2,3,1,0.24255846917080084,3,0.0,0.13570205479452055,0.27594108019639935,1,3,1,1,0.3610400682011935,0.0,0.0,0.3002481389578164,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,1,0.5,1,0.3333333333333333,1,1,0.9970149253731343,1,0.5,0.44851904090267986,2,2,1,0.2975495915985998,0.10420475319926874,0.0,0.0,0.0,0.0,1,1,1,0.0,0.6666666666666666,0.9985074626865672,1,1,307000
8,0.3157894736842105,1,0.22380178392340797,0.048233408441543356,1,1.0,2,1,1,3,1,7,3,1,1,1,0.7,0.6666666666666666,0.9815920398009951,0.9815920398009951,1,1,4,4,13,0.15,2,2,15,1,2,2,2,0.15219702338766833,5,0.021709633649932156,0.09246575342465753,0.18117839607201308,1,3,1,1,0.23593350383631714,0.47602905569007264,0.0,0.37043601559730593,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,2,0.5,1,0.6666666666666666,2,1,0.9815920398009951,1,0.5,0.34132581100141046,2,2,1,0.2742123687281214,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,1,1,6,0.02258064516129032,0.9166666666666666,0.9995024875621891,1,1,200000
9,0.2631578947368421,2,0.16293929712460065,0.028432716207112824,1,1.0,1,1,1,1,1,8,4,1,1,3,0.7,0.5555555555555556,0.9606965174129353,0.9701492537313433,1,1,5,1,1,0.0,2,2,2,2,2,1,3,0.0,3,0.0,0.4075342465753425,0.155810147299509,1,1,1,2,0.21781756180733164,0.3641646489104116,0.0,0.3144275079758951,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,2,0.5714285714285714,2,0.6666666666666666,2,2,0.9606965174129353,3,0.5,0.3300423131170663,4,2,1,0.10501750291715285,0.0,0.3713768115942029,0.0,0.0,0.0,1,1,1,0.0,0.3333333333333333,0.9990049751243781,1,2,129900
10,1.0,1,0.1597444089456869,0.034472345466793654,1,1.0,1,1,1,3,1,9,4,4,2,4,0.5,0.6666666666666666,0.9646766169154228,0.9701492537313433,1,1,2,2,1,0.0,2,2,2,2,2,1,1,0.15077958894401133,3,0.0,0.059931506849315065,0.16219312602291325,1,3,1,1,0.22953964194373402,0.0,0.0,0.19088975540588443,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,2,0.35714285714285715,1,0.6666666666666666,2,1,0.9646766169154228,1,0.25,0.14456981664315938,1,2,1,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,1,1,1,0.0,0.08333333333333333,0.9990049751243781,1,1,118000
11,0.10526315789473684,1,0.22364217252396165,0.05203372900648099,1,1.0,1,1,1,1,1,10,1,1,1,2,0.5,0.5555555555555556,0.9776119402985075,0.9776119402985075,2,1,4,4,1,0.0,2,2,15,2,2,1,4,0.16052445074415309,3,0.0,0.05736301369863014,0.1702127659574468,1,3,1,1,0.2216538789428815,0.0,0.0,0.18433179723502305,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,2,0.35714285714285715,1,0.0,1,2,0.9776119402985075,3,0.25,0.27080394922425954,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.16666666666666666,0.9990049751243781,1,1,129500
12,0.3157894736842105,1,0.2715654952076677,0.05539733791725708,1,1.0,2,1,1,1,1,11,1,1,1,1,0.9,0.5555555555555556,0.9975124378109452,0.9980099502487563,2,1,6,1,13,0.17875,3,2,1,3,2,1,1,0.17682494684620836,3,0.0,0.07577054794520548,0.19230769230769232,1,3,1,1,0.25191815856777494,0.5530266343825666,0.0,0.4119106699751861,0.3333333333333333,0.0,1.0,0.0,0.5,0.3333333333333333,3,0.7857142857142857,1,0.6666666666666666,1,3,0.9975124378109452,2,0.75,0.5190409026798307,2,2,1,0.17152858809801633,0.038391224862888484,0.0,0.0,0.0,0.0,1,1,1,0.0,0.5833333333333334,0.9980099502487563,2,3,345000
13,0.10526315789473684,1,0.22380178392340797,0.06024762479964691,1,1.0,3,1,1,1,1,10,1,1,1,2,0.5,0.6666666666666666,0.9761194029850746,0.9761194029850746,2,1,4,8,1,0.0,2,2,15,2,2,1,2,0.13058114812189936,3,0.0,0.07491438356164383,0.14926350245499181,1,2,1,1,0.19437340153452684,0.0,0.0,0.16164480680609714,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,2,0.2857142857142857,1,0.0,1,2,0.9761194029850746,3,0.25,0.24823695345557123,2,2,1,0.1633605600933489,0.0,0.0,0.0,0.36666666666666664,0.0,1,1,1,0.0,0.75,0.9990049751243781,1,1,144000
14,0.10526315789473684,1,0.29073482428115016,0.049487792980092454,1,1.0,2,1,1,1,1,1,1,1,1,2,0.7,0.5555555555555556,0.9980099502487563,0.9985074626865672,1,1,1,1,13,0.19125,1,2,1,1,2,3,3,0.0,3,0.0,0.639554794520548,0.24451718494271685,1,3,1,1,0.31841432225063937,0.0,0.0,0.2647997164126196,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,1,0.5,1,0.3333333333333333,1,1,0.9980099502487563,1,0.75,0.5923836389280677,2,2,1,0.1866977829638273,0.0603290676416819,0.0,0.0,0.0,0.0,1,1,1,0.0,0.6666666666666666,0.9985074626865672,2,3,279500
15,0.10526315789473684,1,0.22380178392340797,0.05073288578131896,1,1.0,2,1,1,3,1,12,1,1,1,2,0.6,0.5555555555555556,0.9751243781094527,0.9751243781094527,2,1,2,2,5,0.1325,2,2,15,2,2,1,5,0.12987243090007086,3,0.0,0.2226027397260274,0.20507364975450082,1,2,1,1,0.26705029838022165,0.0,0.0,0.22208436724565755,0.3333333333333333,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,2,0.35714285714285715,1,0.3333333333333333,4,1,0.9751243781094527,1,0.25,0.24823695345557123,2,2,1,0.0,0.38939670932358317,0.3188405797101449,0.0,0.0,0.0,1,2,1,0.0,0.4166666666666667,0.9990049751243781,1,1,157000
16,0.23684210526315788,2,0.16293929712460065,0.028432716207112824,1,1.0,1,1,1,3,1,9,1,1,1,4,0.7,0.8888888888888888,0.9597014925373134,0.9955223880597015,1,1,3,3,1,0.0,2,2,2,2,2,1,3,0.0,3,0.0,0.3561643835616438,0.13617021276595745,1,3,1,3,0.18201193520886616,0.0,0.0,0.1513647642679901,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,2,0.35714285714285715,1,0.0,1,2,0.9905472636815921,3,0.5,0.40620592383638926,2,2,1,0.056009334889148193,0.20475319926873858,0.0,0.0,0.0,0.0,1,3,1,0.0,0.5833333333333334,0.9985074626865672,1,1,132000
